queryUsed,noticeId,tenderRef,title,buyer,publicationDate,lifecycleStage,noticeUrl,documentUrl,matchedEvidence,evidenceLocation,proposedDecision,reason
area:oncology,679021-2022,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2022-12-06,corrigendum,https://ted.europa.eu/en/notice/-/detail/679021-2022,https://ted.europa.eu/en/notice/-/detail/679021-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,663698-2022,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2022-11-29,competition,https://ted.europa.eu/en/notice/-/detail/663698-2022,https://ted.europa.eu/en/notice/-/detail/663698-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,609395-2022,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2022-11-03,pin-only,https://ted.europa.eu/en/notice/-/detail/609395-2022,https://ted.europa.eu/en/notice/-/detail/609395-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,366279-2022,,Norway-Vadsø: Magnetic resonance unit,SYKEHUSINNKJØP HF,2022-07-06,award,https://ted.europa.eu/en/notice/-/detail/366279-2022,https://ted.europa.eu/en/notice/-/detail/366279-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,206111-2022,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2022-04-15,competition,https://ted.europa.eu/en/notice/-/detail/206111-2022,https://ted.europa.eu/en/notice/-/detail/206111-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,196990-2022,2021/1727,LIS 2207 Oncology,SYKEHUSINNKJØP HF,2022-04-13,competition,https://ted.europa.eu/en/notice/-/detail/196990-2022,https://permalink.mercell.com/176511702.aspx;https://ted.europa.eu/en/notice/-/detail/196990-2022,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,22495-2022,,Norway-Hamar: Magnetic resonance unit,Helse Sør-Øst RHF,2022-01-14,corrigendum,https://ted.europa.eu/en/notice/-/detail/22495-2022,https://ted.europa.eu/en/notice/-/detail/22495-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,10307-2022,,Norway-Hamar: Magnetic resonance unit,Helse Sør-Øst RHF,2022-01-07,competition,https://ted.europa.eu/en/notice/-/detail/10307-2022,https://ted.europa.eu/en/notice/-/detail/10307-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,658547-2021,,Norway-Vadsø: Biochemical analysers,SYKEHUSINNKJØP HF,2021-12-23,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/658547-2021,https://ted.europa.eu/en/notice/-/detail/658547-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,658345-2021,,Norway-Trondheim: Health services,Norsk Helsenett SF,2021-12-22,can-social,https://ted.europa.eu/en/notice/-/detail/658345-2021,https://ted.europa.eu/en/notice/-/detail/658345-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,593756-2021,,Norway-Oslo: Magnetic resonance scanners,Oslo Universitetssykehus HF (hovedenhet),2021-11-19,competition,https://ted.europa.eu/en/notice/-/detail/593756-2021,https://ted.europa.eu/en/notice/-/detail/593756-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,540218-2021,2021/1727,LIS 2207 Oncology. Prior information notice,SYKEHUSINNKJØP HF,2021-10-22,prior_information,https://ted.europa.eu/en/notice/-/detail/540218-2021,https://permalink.mercell.com/165576108.aspx;https://ted.europa.eu/en/notice/-/detail/540218-2021,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,517800-2021,,Norway-Hamar: Diagnostic X-ray system,Helse Sør- Øst RHF,2021-10-12,competition,https://ted.europa.eu/en/notice/-/detail/517800-2021,https://ted.europa.eu/en/notice/-/detail/517800-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,480395-2021,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2021-09-23,award,https://ted.europa.eu/en/notice/-/detail/480395-2021,https://ted.europa.eu/en/notice/-/detail/480395-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,462537-2021,2021/1470,Voluntary ex ante transparency notice - Additional contract (temporarily) Nexavar (Sorafenib),SYKEHUSINNKJØP HF,2021-09-13,V,https://ted.europa.eu/en/notice/-/detail/462537-2021,https://permalink.mercell.com/162989237.aspx;https://ted.europa.eu/en/notice/-/detail/462537-2021,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,410623-2021,,Norway-Trondheim: Health services,Norsk Helsenett SF,2021-08-12,cn-social,https://ted.europa.eu/en/notice/-/detail/410623-2021,https://ted.europa.eu/en/notice/-/detail/410623-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,290338-2021,,Norway-Vadsø: Magnetic resonance scanners,Sykehusinnkjøp HF,2021-06-09,pin-only,https://ted.europa.eu/en/notice/-/detail/290338-2021,https://ted.europa.eu/en/notice/-/detail/290338-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,286171-2021,,Norway-Vadsø: CT scanners,Sykehusinnkjøp HF,2021-06-07,competition,https://ted.europa.eu/en/notice/-/detail/286171-2021,https://ted.europa.eu/en/notice/-/detail/286171-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,265426-2021,,Norway-Oslo: Medical equipments,Oslo Universitetssykehus HF (hovedenhet),2021-05-26,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/265426-2021,https://ted.europa.eu/en/notice/-/detail/265426-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,190340-2021,,Norway-Vadsø: Magnetic resonance unit,Sykehusinnkjøp HF,2021-04-16,competition,https://ted.europa.eu/en/notice/-/detail/190340-2021,https://ted.europa.eu/en/notice/-/detail/190340-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,179626-2021,,Norway-Lørenskog: Construction work,Akershus universitetssykehus,2021-04-12,award,https://ted.europa.eu/en/notice/-/detail/179626-2021,https://ted.europa.eu/en/notice/-/detail/179626-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,135052-2021,2021/205,LIS 2107g 1 Various Non-parenteral Chemotherapeutic Agents,Sykehusinnkjøp HF,2021-03-18,competition,https://ted.europa.eu/en/notice/-/detail/135052-2021,https://permalink.mercell.com/151647056.aspx;https://ted.europa.eu/en/notice/-/detail/135052-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,135053-2021,2020/1984,LIS 2107j-1 Kabazitaksel,Sykehusinnkjøp HF,2021-03-18,competition,https://ted.europa.eu/en/notice/-/detail/135053-2021,https://permalink.mercell.com/151667350.aspx;https://ted.europa.eu/en/notice/-/detail/135053-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
area:oncology,106166-2021,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2021-03-02,competition,https://ted.europa.eu/en/notice/-/detail/106166-2021,https://ted.europa.eu/en/notice/-/detail/106166-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
tender:LIS 2107b,106166-2021,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2021-03-02,competition,https://ted.europa.eu/en/notice/-/detail/106166-2021,https://ted.europa.eu/en/notice/-/detail/106166-2021,LIS 2107b,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
tender:LIS 2107b,615363-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-12-18,pin-only,https://ted.europa.eu/en/notice/-/detail/615363-2020,https://ted.europa.eu/en/notice/-/detail/615363-2020,LIS 2107b,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,163981-2026,2024/32718,Norway – Pharmaceutical products – 2707gj Oncology not patented,SYKEHUSINNKJØP HF,2026-03-10,competition,https://ted.europa.eu/en/notice/-/detail/163981-2026,https://ted.europa.eu/en/notice/-/detail/163981-2026,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,141877-2026,2023/18083,Norway – Tomography devices – PET/CT for St. Olavs Hospital - Qualification phase,SYKEHUSINNKJØP HF,2026-03-02,competition,https://ted.europa.eu/en/notice/-/detail/141877-2026,https://ted.europa.eu/en/notice/-/detail/141877-2026,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,74434-2026,2023/17957,Norway – Pharmaceutical products – 2607 Oncology - new notice,SYKEHUSINNKJØP HF,2026-02-02,competition,https://ted.europa.eu/en/notice/-/detail/74434-2026,https://ted.europa.eu/en/notice/-/detail/74434-2026,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,57610-2026,2023/17957,Norway – Pharmaceutical products – 2607 Oncology,SYKEHUSINNKJØP HF,2026-01-27,competition,https://ted.europa.eu/en/notice/-/detail/57610-2026,https://ted.europa.eu/en/notice/-/detail/57610-2026,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,18280-2026,2025/61818,Norway – Pharmaceutical products – 2607gj-1 Pazopanib,SYKEHUSINNKJØP HF,2026-01-12,competition,https://ted.europa.eu/en/notice/-/detail/18280-2026,https://ted.europa.eu/en/notice/-/detail/18280-2026,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,730955-2025,2025/40392,"Norway – CT scanners – Contract award: SPECT/CT for Sørlandet Hospital HF, Kristiansand",SYKEHUSINNKJØP HF,2025-11-05,award,https://ted.europa.eu/en/notice/-/detail/730955-2025,https://ted.europa.eu/en/notice/-/detail/730955-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,707105-2025,2025/58879,"Norway – CT scanners – Intention notice: Photontal CT, The University Hospital of North Norway Health Trust.",SYKEHUSINNKJØP HF,2025-10-27,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/707105-2025,https://ted.europa.eu/en/notice/-/detail/707105-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,689253-2025,2025/40392,Norway – CT scanners – Contract award: CT for Akershus Universitetssykehus HF,SYKEHUSINNKJØP HF,2025-10-20,award,https://ted.europa.eu/en/notice/-/detail/689253-2025,https://ted.europa.eu/en/notice/-/detail/689253-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,571098-2025,2023/17957,Norway – Pharmaceutical products – Prior information notice: 2607 Oncology,SYKEHUSINNKJØP HF,2025-09-02,pin-only,https://ted.europa.eu/en/notice/-/detail/571098-2025,https://ted.europa.eu/en/notice/-/detail/571098-2025,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,561310-2025,2025/39159,Norway – Magnetic resonance scanners – Contract award: MR for Akershus Universitetssykehus HF,SYKEHUSINNKJØP HF,2025-08-28,award,https://ted.europa.eu/en/notice/-/detail/561310-2025,https://ted.europa.eu/en/notice/-/detail/561310-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,518726-2025,2025/40392,"Norway – CT scanners – SPECT/CT for Sørlandet Hospital, Kristiansand",SYKEHUSINNKJØP HF,2025-08-07,competition,https://ted.europa.eu/en/notice/-/detail/518726-2025,https://ted.europa.eu/en/notice/-/detail/518726-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,435530-2025,2025/40909,Norway – Magnetic resonance scanners – ST250020 MR 1.5T to Sykehuset Telemark HF,SYKEHUSINNKJØP HF,2025-07-04,competition,https://ted.europa.eu/en/notice/-/detail/435530-2025,https://ted.europa.eu/en/notice/-/detail/435530-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,421389-2025,2024/34003,"Norway – CT scanners – ID 9327 - CT for the emergency department, Hospital Telemark.",SYKEHUSINNKJØP HF,2025-06-30,competition,https://ted.europa.eu/en/notice/-/detail/421389-2025,https://ted.europa.eu/en/notice/-/detail/421389-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,403436-2025,2025/37203,Norway – CT scanners – CT for Akershus University Hospital,SYKEHUSINNKJØP HF,2025-06-24,competition,https://ted.europa.eu/en/notice/-/detail/403436-2025,https://ted.europa.eu/en/notice/-/detail/403436-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,385209-2025,2024/28597,Norway – CT scanners – CT Volda and AIO Ålesund HMR,SYKEHUSINNKJØP HF,2025-06-16,competition,https://ted.europa.eu/en/notice/-/detail/385209-2025,https://ted.europa.eu/en/notice/-/detail/385209-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,348297-2025,2025/44474,"Norway – CT scanners – Contract award: CT for Odda hospital, Helse Fonna HF",SYKEHUSINNKJØP HF,2025-05-30,award,https://ted.europa.eu/en/notice/-/detail/348297-2025,https://ted.europa.eu/en/notice/-/detail/348297-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,346688-2025,2024/28597,Norway – CT scanners – CT Volda and AIO Ålesund HMR,SYKEHUSINNKJØP HF,2025-05-30,competition,https://ted.europa.eu/en/notice/-/detail/346688-2025,https://ted.europa.eu/en/notice/-/detail/346688-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,306800-2025,2025/48763,Norway – Pharmaceutical products – Intention notice: Contract Xtandi (enzalutamid),SYKEHUSINNKJØP HF,2025-05-13,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/306800-2025,https://ted.europa.eu/en/notice/-/detail/306800-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,283990-2025,2025/39159,Norway – Magnetic resonance scanners – MR for Akershus Universitetssykehus HF,SYKEHUSINNKJØP HF,2025-05-02,competition,https://ted.europa.eu/en/notice/-/detail/283990-2025,https://ted.europa.eu/en/notice/-/detail/283990-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,191405-2025,2022/15080,Norway – Pharmaceutical products – Intention notice - Additional contract for 2407gj Etoposid 50mg capsule. ATC code L01C B01,SYKEHUSINNKJØP HF,2025-03-25,award,https://ted.europa.eu/en/notice/-/detail/191405-2025,https://ted.europa.eu/en/notice/-/detail/191405-2025,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,97850-2025,2024/32718,Norway – Pharmaceutical products – Prior information notice: 2707gj Oncology not patented,SYKEHUSINNKJØP HF,2025-02-13,pin-only,https://ted.europa.eu/en/notice/-/detail/97850-2025,https://ted.europa.eu/en/notice/-/detail/97850-2025,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,91331-2025,2023/17956,Norway – Pharmaceutical products – 2507 Oncology,SYKEHUSINNKJØP HF,2025-02-11,competition,https://ted.europa.eu/en/notice/-/detail/91331-2025,https://ted.europa.eu/en/notice/-/detail/91331-2025,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,72576-2025,2022/235,"Norway – Pharmaceutical products – DRAFT Intention Notice - Additional contract for 2407gj, Merkaptopurin 50mg tab. ATC code L01B B02",SYKEHUSINNKJØP HF,2025-02-03,award,https://ted.europa.eu/en/notice/-/detail/72576-2025,https://ted.europa.eu/en/notice/-/detail/72576-2025,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,27693-2025,2022/235,"Norway – Pharmaceutical products – Intention notice – Additional agreement for 2407gj, calcium pholinat injection ATC code V03AF03",SYKEHUSINNKJØP HF,2025-01-15,award,https://ted.europa.eu/en/notice/-/detail/27693-2025,https://ted.europa.eu/en/notice/-/detail/27693-2025,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,23741-2025,2024/413,"Norway – CT scanners – CT for Odda hospital, Helse Fonna HF",SYKEHUSINNKJØP HF,2025-01-14,competition,https://ted.europa.eu/en/notice/-/detail/23741-2025,https://ted.europa.eu/en/notice/-/detail/23741-2025,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,9237-2025,2023/503,Norway – Medical information systems – Contract award: Dose planning and oncology system for radiotherapy (TPS and OIS) for The Project New Hospital in Drammen.,SYKEHUSINNKJØP HF,2025-01-08,award,https://ted.europa.eu/en/notice/-/detail/9237-2025,https://ted.europa.eu/en/notice/-/detail/9237-2025,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,782854-2024,2024/153,"Norway – CT scanners – CT for Sørlandet Hospital, Kristiansand",SYKEHUSINNKJØP HF,2024-12-20,award,https://ted.europa.eu/en/notice/-/detail/782854-2024,https://ted.europa.eu/en/notice/-/detail/782854-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,657604-2024,2024/1415,Norway – Pharmaceutical products – Intention notice - additional contract for 2407gj Cytarabin inj. ATC code L01BC01,SYKEHUSINNKJØP HF,2024-10-29,award,https://ted.europa.eu/en/notice/-/detail/657604-2024,https://ted.europa.eu/en/notice/-/detail/657604-2024,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,522128-2024,2024/1125,Norway – Pharmaceutical products – Prior information notice: 2507 Oncology,SYKEHUSINNKJØP HF,2024-08-30,pin-only,https://ted.europa.eu/en/notice/-/detail/522128-2024,https://ted.europa.eu/en/notice/-/detail/522128-2024,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,520888-2024,2022/235,"Norway – Pharmaceutical products – Intention notice - Additional contract for 2407gj, methylamineolevulinate cream ATC code L01XD03",SYKEHUSINNKJØP HF,2024-08-30,award,https://ted.europa.eu/en/notice/-/detail/520888-2024,https://ted.europa.eu/en/notice/-/detail/520888-2024,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,490478-2024,2024/153,"Norway – CT scanners – CT for Sørlandet Hospital, Kristiansand",SYKEHUSINNKJØP HF,2024-08-14,competition,https://ted.europa.eu/en/notice/-/detail/490478-2024,https://ted.europa.eu/en/notice/-/detail/490478-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,282482-2024,2023/1409,Norway – Pharmaceutical products – Additional contract for 2407 Oncology - Brukinsa (zanubrutinib),SYKEHUSINNKJØP HF,2024-05-14,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/282482-2024,https://ted.europa.eu/en/notice/-/detail/282482-2024,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,263361-2024,2024/719,"Sweden, Denmark, Spain, Estonia, Belgium, Poland, Norway, Türkiye, Portugal, France, United Kingdom, Italy, Greece – Research and development services and related consultancy services – Open Market Consultation of PROCURE4HEALTH for the future Pre Commercial Procurement of R&D services concerning home based care and remote monitoring.",SYKEHUSINNKJØP HF,2024-05-03,pin-only,https://ted.europa.eu/en/notice/-/detail/263361-2024,https://ted.europa.eu/en/notice/-/detail/263361-2024,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,158396-2024,2023/709,"Norway – Supply services of personnel including temporary staff – (NEW) Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-03-15,competition,https://ted.europa.eu/en/notice/-/detail/158396-2024,https://ted.europa.eu/en/notice/-/detail/158396-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,154320-2024,2023/709,"Norway – Supply services of personnel including temporary staff – (NEW) Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-03-14,competition,https://ted.europa.eu/en/notice/-/detail/154320-2024,https://ted.europa.eu/en/notice/-/detail/154320-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,150608-2024,2023/709,"Norway – Supply services of personnel including temporary staff – (NEW) Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-03-13,competition,https://ted.europa.eu/en/notice/-/detail/150608-2024,https://ted.europa.eu/en/notice/-/detail/150608-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,146581-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-03-11,competition,https://ted.europa.eu/en/notice/-/detail/146581-2024,https://ted.europa.eu/en/notice/-/detail/146581-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,139656-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-03-07,competition,https://ted.europa.eu/en/notice/-/detail/139656-2024,https://ted.europa.eu/en/notice/-/detail/139656-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,135641-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-03-06,award,https://ted.europa.eu/en/notice/-/detail/135641-2024,https://ted.europa.eu/en/notice/-/detail/135641-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,123472-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-02-28,competition,https://ted.europa.eu/en/notice/-/detail/123472-2024,https://ted.europa.eu/en/notice/-/detail/123472-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,120085-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-02-27,competition,https://ted.europa.eu/en/notice/-/detail/120085-2024,https://ted.europa.eu/en/notice/-/detail/120085-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,119155-2024,2023/1409,Norway – Pharmaceutical products – 2407 Oncology,SYKEHUSINNKJØP HF,2024-02-27,competition,https://ted.europa.eu/en/notice/-/detail/119155-2024,https://ted.europa.eu/en/notice/-/detail/119155-2024,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,106678-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-02-21,competition,https://ted.europa.eu/en/notice/-/detail/106678-2024,https://ted.europa.eu/en/notice/-/detail/106678-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,105911-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-02-20,competition,https://ted.europa.eu/en/notice/-/detail/105911-2024,https://ted.europa.eu/en/notice/-/detail/105911-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,101498-2024,2023/1044,"Norway – IT services: consulting, software development, Internet and support – Qualification - ICT system for medicament cancer treatment for The South-East Regional Health Authority.",SYKEHUSINNKJØP HF,2024-02-19,competition,https://ted.europa.eu/en/notice/-/detail/101498-2024,https://ted.europa.eu/en/notice/-/detail/101498-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,96843-2024,2023/709,"Norway – Supply services of personnel including temporary staff – Temporary staff services, medical specialist, psychologist and other health personnel for the health authorities in Norway.",SYKEHUSINNKJØP HF,2024-02-15,competition,https://ted.europa.eu/en/notice/-/detail/96843-2024,https://ted.europa.eu/en/notice/-/detail/96843-2024,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,72395-2024,2023/1409,Norway – Pharmaceutical products – 2407 Oncology,SYKEHUSINNKJØP HF,2024-02-02,competition,https://ted.europa.eu/en/notice/-/detail/72395-2024,https://ted.europa.eu/en/notice/-/detail/72395-2024,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
